old_url,record_type,label,http,bytes,text_chars,tables,table_rows,new_url,new_equivalent,status,match_confidence,notes
https://honours.rdca.com/index.php?ID=premiers&club=43,Premierships (index),Academy,200,880,129,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=44,Premierships (index),Knox Gardens,200,1848,285,1,11,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=45,Premierships (index),Yarra Valley,200,744,125,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=48,Premierships (index),Bayswater,200,736,117,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=5,Premierships (index),Chirnside Park,200,4023,808,1,25,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=50,Premierships (index),Boronia Churches,200,1374,283,1,7,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=52,Premierships (index),Aquinas,200,586,71,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=53,Premierships (index),Westwood,200,1651,324,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=54,Premierships (index),Johnson Park,200,1663,336,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=55,Premierships (index),Croydon High School,200,739,120,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=56,Premierships (index),Knoxfield,200,1164,177,1,6,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=58,Premierships (index),Valley,200,583,68,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=59,Premierships (index),Bayswater North,200,604,89,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=6,Premierships (index),Croydon,200,6121,1358,1,38,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=60,Premierships (index),Riversdale,200,610,95,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=61,Premierships (index),Knox Churches,200,587,72,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=62,Premierships (index),Heathmont Uniting,200,741,122,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=63,Premierships (index),Ruskin Park,200,575,60,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=64,Premierships (index),Belgrave,200,597,82,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=7,Premierships (index),Croydon North,200,9794,2095,1,63,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=73,Premierships (index),Blackburn North,200,584,69,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=74,Premierships (index),Yarra Junction,200,614,99,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=76,Premierships (index),Heatherdale,200,606,91,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=78,Premierships (index),Forrest Hill,200,583,68,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=79,Premierships (index),Bulleen Templestowe,200,590,75,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=8,Premierships (index),Croydon Ranges,200,9281,1922,1,60,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=80,Premierships (index),Seville,200,578,63,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=9,Premierships (index),East Ringwood,200,9820,2121,1,63,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=121,Premiership record (by grade),Under 12-1,200,12256,1271,1,52,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=121F,Premiership record (by grade),Under 12-1F,200,1368,146,1,5,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=122,Premiership record (by grade),Under 12-2,200,11005,1077,1,47,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=122F,Premiership record (by grade),Under 12-2F,200,903,94,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=122T2,Premiership record (by grade),Under 12-2 T20,200,684,69,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=123,Premiership record (by grade),Under 12-3,200,10279,981,1,44,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=124,Premiership record (by grade),Under 12-4,200,9823,937,1,42,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=125,Premiership record (by grade),Under 12-5,200,4236,501,1,17,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=126,Premiership record (by grade),Under 12-6,200,1598,154,1,6,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=127,Premiership record (by grade),Under 12-7,200,1137,107,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=128,Premiership record (by grade),Under 12-8,200,677,61,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=12T20,Premiership record (by grade),Under 12 T20,200,2280,229,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=131,Premiership record (by grade),Under 13-1,200,677,61,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=141,Premiership record (by grade),Under 14-1,200,12698,1302,1,54,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=142,Premiership record (by grade),Under 14-2,200,11748,1190,1,50,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=142T2,Premiership record (by grade),Under 14-2 T20,200,681,65,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=143,Premiership record (by grade),Under 14-3,200,11492,1144,1,49,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=144,Premiership record (by grade),Under 14-4,200,9563,893,1,41,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=145,Premiership record (by grade),Under 14-5,200,3007,299,1,12,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=146,Premiership record (by grade),Under 14-6,200,894,85,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=14T20,Premiership record (by grade),Under 14 T20,200,2513,242,1,10,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=161,Premiership record (by grade),Under 16-1,200,17369,1655,1,75,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=162,Premiership record (by grade),Under 16-2,200,14271,1448,1,61,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=162T2,Premiership record (by grade),Under 16-2 T20,200,678,62,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=163,Premiership record (by grade),Under 16-3,200,10938,1033,1,47,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=164,Premiership record (by grade),Under 16-4,200,7703,850,1,32,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=16T20,Premiership record (by grade),Under 16-1 T20,200,2969,283,1,12,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=171,Premiership record (by grade),Under 17-1,200,896,89,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=181,Premiership record (by grade),Under 18,200,2278,229,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=19T20,Premiership record (by grade),Under 19 T20,200,1200,148,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=AGR,Premiership record (by grade),A Grade,200,4766,589,1,19,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=BGR,Premiership record (by grade),B Grade,200,5139,565,1,21,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CD2,Premiership record (by grade),C Division 2,200,1135,105,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CD3,Premiership record (by grade),C Division 3,200,893,84,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CD4,Premiership record (by grade),C Division 4,200,683,67,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CGR,Premiership record (by grade),C Grade,200,19689,2060,1,84,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CH1,Premiership record (by grade),Lindsay Trollope Shield,200,23970,2386,1,103,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CH2,Premiership record (by grade),Chandler Shield Reserves,200,7157,725,1,30,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CH3,Premiership record (by grade),Chandler 3,200,5251,501,1,22,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CH4,Premiership record (by grade),Chandler 4,200,5236,486,1,22,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CH5,Premiership record (by grade),Chandler 5,200,1807,173,1,7,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=CH6,Premiership record (by grade),Chandler 6,200,888,79,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=DGR,Premiership record (by grade),D Grade,200,12971,1362,1,55,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=EGR,Premiership record (by grade),E Grade,200,11578,1216,1,49,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=FGR,Premiership record (by grade),F Grade,200,9718,1017,1,41,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=GGR,Premiership record (by grade),G Grade,200,8147,876,1,34,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=HGR,Premiership record (by grade),H Grade,200,6046,647,1,25,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=IGR,Premiership record (by grade),I Grade,200,5458,647,1,22,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=JGR,Premiership record (by grade),J Grade,200,4239,494,1,17,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=KGR,Premiership record (by grade),K Grade,200,3588,450,1,14,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=LGR,Premiership record (by grade),L Grade,200,2060,203,1,8,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=MGR,Premiership record (by grade),M Grade,200,1586,143,1,6,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=NW1,Premiership record (by grade),Stuart Newey Plate,200,13164,1349,1,56,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=NW2,Premiership record (by grade),Newey Plate Reserves,200,4887,526,1,20,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=NW3,Premiership record (by grade),B3 Grade,200,1137,109,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=OGR,Premiership record (by grade),One Day Grade,200,2260,210,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=PMSH,Premiership record (by grade),Pat Meehan Shield,200,1367,144,1,5,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=PSH,Premiership record (by grade),Steve Pascoe Shield,200,2525,259,1,10,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=SNRT2,Premiership record (by grade),Saxon Sports T20,200,4345,420,1,18,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=VET1,Premiership record (by grade),Masters 1,200,7766,764,1,33,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=VET2,Premiership record (by grade),Masters 2,200,6861,675,1,29,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=VET3,Premiership record (by grade),Masters 3,200,5723,557,1,24,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=VET4,Premiership record (by grade),Masters 4,200,2987,306,1,12,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=VET5,Premiership record (by grade),Legends 1,200,3415,320,1,14,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=WK1,Premiership record (by grade),Bill Wilkins Cup,200,21156,2113,1,91,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=WK2,Premiership record (by grade),Wilkins Cup Reserves,200,6301,688,1,26,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=WK3,Premiership record (by grade),A3 Grade,200,4469,514,1,18,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=WK4,Premiership record (by grade),A4 Grade,200,2492,224,1,10,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&grade=WK5,Premiership record (by grade),A5 Grade,200,897,88,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=snrcc,Club Championship,Club Championship,200,6790,815,1,35,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=voy,Honours record (other),Volunteer of the Year,200,3160,465,1,13,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
